group	sample	contig	gene_id	start	end	strand	pfam_acc	pfam_name	system	evalue	score
wastewater	SRR12447094	k141_38685	k141_38685_1	3	932	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00083	20.9
wastewater	SRR12447094	k141_24939	k141_24939_1	63	1412	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00087	20.9
wastewater	SRR12447094	k141_9122	k141_9122_2	3141	4700	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.00093	20.8
wastewater	SRR12447094	k141_29190	k141_29190_4	2063	2632	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.001	20.7
wastewater	SRR12447094	k141_88523	k141_88523_2	1997	3226	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0012	20.5
wastewater	SRR12447094	k141_23690	k141_23690_4	1328	2272	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0015	20.2
wastewater	SRR12447094	k141_9714	k141_9714_7	5053	6522	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0017	20.0
wastewater	SRR12447094	k141_12829	k141_12829_2	613	1044	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0025	19.4
wastewater	SRR12447094	k141_86197	k141_86197_2	411	1682	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0028	19.3
wastewater	SRR12447094	k141_78603	k141_78603_5	4310	5095	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.003	19.2
wastewater	SRR12447094	k141_56094	k141_56094_1	3	455	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0036	18.9
wastewater	SRR12447094	k141_83225	k141_83225_4	2005	2277	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0037	18.9
wastewater	SRR12447094	k141_209	k141_209_3	2123	3814	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0046	18.5
wastewater	SRR12447094	k141_38767	k141_38767_4	2626	2952	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0049	18.5
wastewater	SRR12447094	k141_73523	k141_73523_1	2	868	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.005	18.4
wastewater	SRR12447094	k141_78727	k141_78727_2	780	1757	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0051	18.4
wastewater	SRR12447094	k141_65169	k141_65169_1	1	648	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0051	18.4
wastewater	SRR12447094	k141_49393	k141_49393_2	582	2150	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0063	18.1
wastewater	SRR12447094	k141_89150	k141_89150_1	2	442	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0079	17.8
wastewater	SRR12447094	k141_71235	k141_71235_1	1	768	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0098	17.5
wastewater	SRR12447094	k141_65789	k141_65789_1	3	1316	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0098	17.5
wastewater	SRR12447094	k141_28804	k141_28804_2	787	1014	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.0099	17.5
wastewater	SRR12447094	k141_17486	k141_17486_15	19502	20398	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.011	17.4
wastewater	SRR12447094	k141_37927	k141_37927_1	3	986	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.011	17.4
wastewater	SRR12447094	k141_30047	k141_30047_9	10106	11155	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.013	17.1
wastewater	SRR12447094	k141_38421	k141_38421_1	2	1135	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.013	17.1
wastewater	SRR12447094	k141_4087	k141_4087_6	5276	6355	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.014	17.0
wastewater	SRR12447094	k141_69486	k141_69486_1	3	119	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.014	17.0
wastewater	SRR12447094	k141_63952	k141_63952_3	2289	3647	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.016	16.8
wastewater	SRR12447094	k141_38290	k141_38290_3	1035	1418	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.02	16.5
wastewater	SRR12447094	k141_59434	k141_59434_2	634	1518	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.022	16.4
wastewater	SRR12447094	k141_71081	k141_71081_5	2315	3607	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.022	16.4
wastewater	SRR12447094	k141_13416	k141_13416_1	1	1164	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.023	16.4
wastewater	SRR12447094	k141_68407	k141_68407_2	423	1619	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.023	16.3
wastewater	SRR12447094	k141_13614	k141_13614_1	1	1263	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.024	16.3
wastewater	SRR12447094	k141_4649	k141_4649_24	25867	26814	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.026	16.1
wastewater	SRR12447094	k141_65685	k141_65685_1	3	506	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.028	16.0
wastewater	SRR12447094	k141_39962	k141_39962_2	684	1697	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.031	15.9
wastewater	SRR12447094	k141_53906	k141_53906_9	6246	7445	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.034	15.8
wastewater	SRR12447094	k141_64823	k141_64823_2	195	1337	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.038	15.6
wastewater	SRR12447094	k141_48477	k141_48477_6	4689	5630	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.039	15.6
wastewater	SRR12447094	k141_86607	k141_86607_3	1097	1384	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.039	15.6
wastewater	SRR12447094	k141_43950	k141_43950_4	2676	3800	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.041	15.5
wastewater	SRR12447094	k141_64829	k141_64829_1	196	1143	-	PF13450	NAD_binding_8	mer_mercuric_reductase	0.046	15.3
wastewater	SRR12447094	k141_75469	k141_75469_3	2324	2872	+	PF13450	NAD_binding_8	mer_mercuric_reductase	0.05	15.2
wastewater	SRR12447094	k141_95042	k141_95042_2	836	2266	+	PF02614	UxaC	sil_cus_RND_efflux	1.6e-195	651.7
wastewater	SRR12447094	k141_34096	k141_34096_1	1	1062	-	PF02614	UxaC	sil_cus_RND_efflux	1.5e-142	477.1
wastewater	SRR12447094	k141_83887	k141_83887_1	1	714	+	PF02614	UxaC	sil_cus_RND_efflux	3.5e-92	311.0
wastewater	SRR12447094	k141_37064	k141_37064_5	5030	5707	+	PF02614	UxaC	sil_cus_RND_efflux	1e-84	286.4
wastewater	SRR12447094	k141_86041	k141_86041_3	1250	1648	-	PF02614	UxaC	sil_cus_RND_efflux	2.2e-59	202.9
wastewater	SRR12447094	k141_1483	k141_1483_3	1272	1379	-	PF02614	UxaC	sil_cus_RND_efflux	3.7e-05	24.1
river	SRR8870486	k119_27660	k119_27660_8	5619	5966	+	PF03960	ArsC	ars_arsenate_reductase	2.8e-24	86.4
river	SRR8870486	k119_7605	k119_7605_4	1671	2057	-	PF03960	ArsC	ars_arsenate_reductase	3.8e-23	82.8
river	SRR8870486	k119_59722	k119_59722_2	992	1339	+	PF03960	ArsC	ars_arsenate_reductase	6e-23	82.2
river	SRR8870486	k119_29427	k119_29427_1	265	699	+	PF03960	ArsC	ars_arsenate_reductase	5.4e-22	79.1
river	SRR8870486	k119_61616	k119_61616_35	33336	33686	+	PF03960	ArsC	ars_arsenate_reductase	6e-22	79.0
river	SRR8870486	k119_34478	k119_34478_2	983	1402	+	PF03960	ArsC	ars_arsenate_reductase	1.1e-21	78.2
river	SRR8870486	k119_62902	k119_62902_2	1198	1611	-	PF03960	ArsC	ars_arsenate_reductase	1.8e-21	77.4
river	SRR8870486	k119_57249	k119_57249_2	292	648	-	PF03960	ArsC	ars_arsenate_reductase	4e-20	73.1
river	SRR8870486	k119_9394	k119_9394_3	1576	1926	-	PF03960	ArsC	ars_arsenate_reductase	8.2e-20	72.1
river	SRR8870486	k119_72138	k119_72138_3	1603	2025	+	PF03960	ArsC	ars_arsenate_reductase	2.3e-19	70.7
river	SRR8870486	k119_58523	k119_58523_1	1	237	+	PF03960	ArsC	ars_arsenate_reductase	1.7e-18	67.9
river	SRR8870486	k119_9744	k119_9744_2	374	802	-	PF03960	ArsC	ars_arsenate_reductase	1.6e-17	64.7
river	SRR8870486	k119_20669	k119_20669_2	1321	1671	+	PF03960	ArsC	ars_arsenate_reductase	1.3e-16	61.9
river	SRR8870486	k119_74451	k119_74451_3	1043	1225	-	PF03960	ArsC	ars_arsenate_reductase	8.4e-13	49.6
river	SRR8870486	k119_12406	k119_12406_9	8047	8451	+	PF03960	ArsC	ars_arsenate_reductase	2.6e-12	48.0
river	SRR8870486	k119_4498	k119_4498_4	2111	2422	-	PF03960	ArsC	ars_arsenate_reductase	7.6e-12	46.6
river	SRR8870486	k119_118	k119_118_8	6406	6639	-	PF03960	ArsC	ars_arsenate_reductase	2.4e-11	45.0
river	SRR8870486	k119_7859	k119_7859_5	3857	4015	-	PF03960	ArsC	ars_arsenate_reductase	5.3e-09	37.5
river	SRR8870486	k119_60713	k119_60713_5	5485	5928	+	PF03960	ArsC	ars_arsenate_reductase	3.4e-08	34.9
river	SRR8870486	k119_15800	k119_15800_2	745	1053	+	PF03960	ArsC	ars_arsenate_reductase	1.1e-07	33.3
river	SRR8870486	k119_66494	k119_66494_4	3653	3829	+	PF03960	ArsC	ars_arsenate_reductase	0.0027	19.2
river	SRR8870486	k119_33835	k119_33835_1	80	949	-	PF03960	ArsC	ars_arsenate_reductase	0.035	15.6
river	SRR8870486	k119_45081	k119_45081_1	228	1379	-	PF01545	Cation_efflux	czc_cation_efflux	3.9e-51	174.9
river	SRR8870486	k119_63014	k119_63014_1	355	1263	+	PF01545	Cation_efflux	czc_cation_efflux	7.9e-47	160.8
river	SRR8870486	k119_7081	k119_7081_3	2362	3333	+	PF01545	Cation_efflux	czc_cation_efflux	2.1e-46	159.4
river	SRR8870486	k119_7682	k119_7682_8	5975	6916	+	PF01545	Cation_efflux	czc_cation_efflux	3.8e-46	158.6
river	SRR8870486	k119_21367	k119_21367_1	147	1046	-	PF01545	Cation_efflux	czc_cation_efflux	3.6e-44	152.1
river	SRR8870486	k119_14261	k119_14261_2	1648	2547	+	PF01545	Cation_efflux	czc_cation_efflux	3.7e-44	152.1
river	SRR8870486	k119_19462	k119_19462_1	215	1114	-	PF01545	Cation_efflux	czc_cation_efflux	1.9e-43	149.8
river	SRR8870486	k119_38166	k119_38166_3	883	1980	+	PF01545	Cation_efflux	czc_cation_efflux	1.5e-42	146.9
river	SRR8870486	k119_39905	k119_39905_1	160	1167	-	PF01545	Cation_efflux	czc_cation_efflux	6.4e-42	144.8
river	SRR8870486	k119_49985	k119_49985_1	92	1030	-	PF01545	Cation_efflux	czc_cation_efflux	1.9e-40	139.9
river	SRR8870486	k119_44264	k119_44264_2	120	1085	+	PF01545	Cation_efflux	czc_cation_efflux	5e-40	138.6
river	SRR8870486	k119_55513	k119_55513_2	1602	2549	-	PF01545	Cation_efflux	czc_cation_efflux	2.5e-39	136.3
river	SRR8870486	k119_56236	k119_56236_4	2173	3060	+	PF01545	Cation_efflux	czc_cation_efflux	3.4e-39	135.9
river	SRR8870486	k119_57195	k119_57195_3	4064	4984	+	PF01545	Cation_efflux	czc_cation_efflux	9.7e-38	131.1
river	SRR8870486	k119_16242	k119_16242_17	16095	16772	+	PF01545	Cation_efflux	czc_cation_efflux	1.1e-37	131.0
river	SRR8870486	k119_13864	k119_13864_6	4017	4928	+	PF01545	Cation_efflux	czc_cation_efflux	1.1e-37	130.9
river	SRR8870486	k119_65825	k119_65825_1	1	1068	+	PF01545	Cation_efflux	czc_cation_efflux	1.8e-36	127.0
river	SRR8870486	k119_33687	k119_33687_1	1	819	+	PF01545	Cation_efflux	czc_cation_efflux	5.2e-36	125.5
river	SRR8870486	k119_1547	k119_1547_3	1652	2596	+	PF01545	Cation_efflux	czc_cation_efflux	5.9e-35	122.1
river	SRR8870486	k119_41137	k119_41137_1	2	808	+	PF01545	Cation_efflux	czc_cation_efflux	1.8e-34	120.5
river	SRR8870486	k119_67097	k119_67097_3	1532	2515	+	PF01545	Cation_efflux	czc_cation_efflux	4.2e-33	116.0
river	SRR8870486	k119_21010	k119_21010_5	3331	4245	-	PF01545	Cation_efflux	czc_cation_efflux	5.7e-31	109.0
river	SRR8870486	k119_56009	k119_56009_16	16733	17647	-	PF01545	Cation_efflux	czc_cation_efflux	2e-30	107.3
river	SRR8870486	k119_53522	k119_53522_2	525	1310	+	PF01545	Cation_efflux	czc_cation_efflux	2.1e-28	100.7
river	SRR8870486	k119_15796	k119_15796_3	1779	2663	+	PF01545	Cation_efflux	czc_cation_efflux	2.4e-26	93.9
river	SRR8870486	k119_7316	k119_7316_5	5315	6187	+	PF01545	Cation_efflux	czc_cation_efflux	9.9e-24	85.4
river	SRR8870486	k119_42939	k119_42939_2	340	1023	-	PF01545	Cation_efflux	czc_cation_efflux	3.4e-21	77.1
river	SRR8870486	k119_67872	k119_67872_4	2537	3469	+	PF01545	Cation_efflux	czc_cation_efflux	2.5e-19	71.1
river	SRR8870486	k119_25299	k119_25299_1	2	595	-	PF01545	Cation_efflux	czc_cation_efflux	2.5e-17	64.5
river	SRR8870486	k119_35103	k119_35103_4	3879	4562	+	PF01545	Cation_efflux	czc_cation_efflux	9.2e-17	62.7
river	SRR8870486	k119_43006	k119_43006_3	511	1200	-	PF01545	Cation_efflux	czc_cation_efflux	2.4e-16	61.3
river	SRR8870486	k119_35383	k119_35383_5	2926	4026	+	PF01545	Cation_efflux	czc_cation_efflux	2.1e-14	55.0
river	SRR8870486	k119_38227	k119_38227_3	989	1756	+	PF01545	Cation_efflux	czc_cation_efflux	3.1e-14	54.4
river	SRR8870486	k119_37724	k119_37724_1	1	522	+	PF01545	Cation_efflux	czc_cation_efflux	1.5e-13	52.1
river	SRR8870486	k119_254	k119_254_5	3610	4902	-	PF01545	Cation_efflux	czc_cation_efflux	1e-12	49.4
river	SRR8870486	k119_21745	k119_21745_4	998	1633	-	PF01545	Cation_efflux	czc_cation_efflux	1.5e-12	48.9
river	SRR8870486	k119_68068	k119_68068_1	3	773	-	PF01545	Cation_efflux	czc_cation_efflux	1.9e-11	45.3
river	SRR8870486	k119_60191	k119_60191_1	1	543	+	PF01545	Cation_efflux	czc_cation_efflux	6.6e-11	43.6
river	SRR8870486	k119_36828	k119_36828_1	3	746	-	PF01545	Cation_efflux	czc_cation_efflux	4.4e-08	34.3
river	SRR8870486	k119_73214	k119_73214_1	3	167	-	PF01545	Cation_efflux	czc_cation_efflux	9.7e-08	33.2
river	SRR8870486	k119_31574	k119_31574_2	736	972	-	PF01545	Cation_efflux	czc_cation_efflux	2.7e-05	25.2
river	SRR8870486	k119_6586	k119_6586_1	3	578	-	PF01545	Cation_efflux	czc_cation_efflux	0.0003	21.8
river	SRR8870486	k119_10845	k119_10845_4	1714	1902	-	PF01545	Cation_efflux	czc_cation_efflux	0.0071	17.3
river	SRR8870486	k119_20530	k119_20530_7	4719	5351	-	PF01545	Cation_efflux	czc_cation_efflux	0.0075	17.3
river	SRR8870486	k119_31721	k119_31721_3	1246	2919	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	3.8e-30	106.3
river	SRR8870486	k119_2414	k119_2414_1	76	2001	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	2.4e-29	103.7
river	SRR8870486	k119_12116	k119_12116_4	1454	3265	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	4.7e-29	102.7
river	SRR8870486	k119_26647	k119_26647_65	55917	57632	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	1.3e-26	94.8
river	SRR8870486	k119_63731	k119_63731_1	1	1425	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	1.5e-25	91.3
river	SRR8870486	k119_36245	k119_36245_2	96	1766	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	4.7e-25	89.7
river	SRR8870486	k119_32253	k119_32253_1	3	1694	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	2.6e-24	87.3
river	SRR8870486	k119_41732	k119_41732_2	1139	2845	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	6.2e-23	82.8
river	SRR8870486	k119_32083	k119_32083_2	585	1601	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	8.1e-08	33.7
river	SRR8870486	k119_1190	k119_1190_3	1207	2082	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	1.1e-07	33.3
river	SRR8870486	k119_45469	k119_45469_4	1415	2221	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	1.8e-05	26.1
river	SRR8870486	k119_65081	k119_65081_1	2	739	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	0.0001	23.6
river	SRR8870486	k119_61693	k119_61693_5	1791	3233	-	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	0.00013	23.4
river	SRR8870486	k119_49839	k119_49839_1	3	404	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	0.0013	20.1
river	SRR8870486	k119_11208	k119_11208_1	3	1133	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	0.0032	18.8
river	SRR8870486	k119_8326	k119_8326_1	1	564	+	PF00394	Cu-oxidase	pco_cop_multicopper_oxidase	0.0042	18.4
river	SRR8870486	k119_49977	k119_49977_2	278	1255	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.6e-17	64.0
river	SRR8870486	k119_37596	k119_37596_2	328	1854	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.2e-16	61.9
river	SRR8870486	k119_62827	k119_62827_2	151	1476	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.2e-16	61.1
river	SRR8870486	k119_26112	k119_26112_1	1	1113	-	PF13450	NAD_binding_8	mer_mercuric_reductase	7.8e-16	59.3
river	SRR8870486	k119_57448	k119_57448_2	107	1480	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.2e-15	57.9
river	SRR8870486	k119_25794	k119_25794_4	2903	3310	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.8e-15	57.5
river	SRR8870486	k119_40616	k119_40616_2	482	1969	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.1e-15	57.0
river	SRR8870486	k119_32029	k119_32029_1	1	291	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.6e-15	56.6
river	SRR8870486	k119_7903	k119_7903_2	1038	2567	-	PF13450	NAD_binding_8	mer_mercuric_reductase	6e-15	56.5
river	SRR8870486	k119_28518	k119_28518_3	1763	3367	-	PF13450	NAD_binding_8	mer_mercuric_reductase	7.8e-15	56.1
river	SRR8870486	k119_36402	k119_36402_7	4540	4815	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.1e-15	56.1
river	SRR8870486	k119_16401	k119_16401_3	1599	3185	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1e-14	55.7
river	SRR8870486	k119_20874	k119_20874_8	5525	6862	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-14	55.2
river	SRR8870486	k119_24136	k119_24136_1	39	1133	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2e-14	54.8
river	SRR8870486	k119_4919	k119_4919_1	1	780	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.1e-14	54.7
river	SRR8870486	k119_66423	k119_66423_1	2	1279	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3.8e-14	53.9
river	SRR8870486	k119_9644	k119_9644_4	2238	3521	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.6e-14	53.6
river	SRR8870486	k119_43531	k119_43531_7	6015	7487	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.9e-14	53.5
river	SRR8870486	k119_19636	k119_19636_1	2	286	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.7e-14	53.3
river	SRR8870486	k119_59375	k119_59375_2	242	1108	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.1e-13	52.4
river	SRR8870486	k119_21584	k119_21584_1	1	963	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.3e-13	52.2
river	SRR8870486	k119_46127	k119_46127_4	1659	2918	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.7e-13	51.2
river	SRR8870486	k119_45824	k119_45824_1	3	866	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.5e-13	50.8
river	SRR8870486	k119_16158	k119_16158_1	2	490	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.2e-13	50.3
river	SRR8870486	k119_43531	k119_43531_11	10829	11794	+	PF13450	NAD_binding_8	mer_mercuric_reductase	8.2e-13	49.6
river	SRR8870486	k119_6930	k119_6930_2	521	1600	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.2e-12	49.1
river	SRR8870486	k119_46562	k119_46562_2	718	1956	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.9e-12	48.4
river	SRR8870486	k119_24511	k119_24511_2	944	1735	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.2e-12	47.4
river	SRR8870486	k119_63883	k119_63883_1	2	358	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.2e-12	47.4
river	SRR8870486	k119_2605	k119_2605_2	515	2680	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.4e-12	47.3
river	SRR8870486	k119_59393	k119_59393_21	19874	21310	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.1e-11	46.0
river	SRR8870486	k119_26647	k119_26647_77	66973	68487	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.8e-11	45.4
river	SRR8870486	k119_11190	k119_11190_2	476	2083	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.7e-11	44.7
river	SRR8870486	k119_67986	k119_67986_1	3	692	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.2e-11	44.5
river	SRR8870486	k119_43708	k119_43708_2	94	1095	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4e-11	44.2
river	SRR8870486	k119_12406	k119_12406_40	39524	41122	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4e-11	44.2
river	SRR8870486	k119_66683	k119_66683_1	1	591	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.8e-11	44.0
river	SRR8870486	k119_50411	k119_50411_2	538	1509	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.3e-11	43.8
river	SRR8870486	k119_22492	k119_22492_1	2	1129	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.1e-11	43.4
river	SRR8870486	k119_13562	k119_13562_2	919	2253	-	PF13450	NAD_binding_8	mer_mercuric_reductase	7.5e-11	43.3
river	SRR8870486	k119_35558	k119_35558_1	2	1198	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.3e-10	42.6
river	SRR8870486	k119_50325	k119_50325_1	114	1787	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-10	42.3
river	SRR8870486	k119_10482	k119_10482_1	1	912	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.8e-10	42.1
river	SRR8870486	k119_4348	k119_4348_1	1	1989	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.7e-10	41.6
river	SRR8870486	k119_54626	k119_54626_1	1	1095	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.8e-10	41.5
river	SRR8870486	k119_42159	k119_42159_3	2215	4275	+	PF13450	NAD_binding_8	mer_mercuric_reductase	5e-10	40.7
river	SRR8870486	k119_49888	k119_49888_2	775	2253	-	PF13450	NAD_binding_8	mer_mercuric_reductase	7e-10	40.2
river	SRR8870486	k119_12510	k119_12510_2	547	1839	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.1e-10	40.2
river	SRR8870486	k119_60444	k119_60444_1	334	1524	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.5e-10	39.8
river	SRR8870486	k119_55692	k119_55692_6	4021	5520	+	PF13450	NAD_binding_8	mer_mercuric_reductase	9.7e-10	39.8
river	SRR8870486	k119_47661	k119_47661_2	470	1861	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.4e-09	39.2
river	SRR8870486	k119_48745	k119_48745_1	1	1221	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-09	39.2
river	SRR8870486	k119_26647	k119_26647_76	65236	66774	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-09	39.1
river	SRR8870486	k119_72754	k119_72754_1	2	1207	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.7e-09	38.3
river	SRR8870486	k119_55707	k119_55707_2	564	2198	+	PF13450	NAD_binding_8	mer_mercuric_reductase	2.9e-09	38.2
river	SRR8870486	k119_28112	k119_28112_2	449	2368	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3e-09	38.2
river	SRR8870486	k119_57195	k119_57195_36	40662	42152	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4.8e-09	37.6
river	SRR8870486	k119_17825	k119_17825_2	238	1536	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.1e-09	37.5
river	SRR8870486	k119_6326	k119_6326_2	1158	2378	+	PF13450	NAD_binding_8	mer_mercuric_reductase	5.7e-09	37.3
river	SRR8870486	k119_34448	k119_34448_2	1465	2187	+	PF13450	NAD_binding_8	mer_mercuric_reductase	7.5e-09	36.9
river	SRR8870486	k119_28412	k119_28412_5	3068	4321	-	PF13450	NAD_binding_8	mer_mercuric_reductase	7.8e-09	36.9
river	SRR8870486	k119_40489	k119_40489_3	1399	2796	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1e-08	36.5
river	SRR8870486	k119_28821	k119_28821_1	2	1732	+	PF13450	NAD_binding_8	mer_mercuric_reductase	1.3e-08	36.1
river	SRR8870486	k119_22246	k119_22246_2	1053	2864	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-08	36.0
river	SRR8870486	k119_6220	k119_6220_1	1	1140	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.5e-08	35.9
river	SRR8870486	k119_38704	k119_38704_47	44715	46511	-	PF13450	NAD_binding_8	mer_mercuric_reductase	1.7e-08	35.8
river	SRR8870486	k119_62318	k119_62318_260	279069	280292	-	PF13450	NAD_binding_8	mer_mercuric_reductase	2.5e-08	35.3
river	SRR8870486	k119_17887	k119_17887_1	2	1489	-	PF13450	NAD_binding_8	mer_mercuric_reductase	3.2e-08	34.9
river	SRR8870486	k119_63895	k119_63895_2	703	1221	+	PF13450	NAD_binding_8	mer_mercuric_reductase	3.7e-08	34.7
river	SRR8870486	k119_28620	k119_28620_5	4430	5680	+	PF13450	NAD_binding_8	mer_mercuric_reductase	4e-08	34.6
river	SRR8870486	k119_28359	k119_28359_1	21	1421	-	PF13450	NAD_binding_8	mer_mercuric_reductase	4.7e-08	34.4
river	SRR8870486	k119_33052	k119_33052_2	465	2072	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.3e-08	34.2
river	SRR8870486	k119_22373	k119_22373_1	228	1715	+	PF13450	NAD_binding_8	mer_mercuric_reductase	5.7e-08	34.1
river	SRR8870486	k119_53759	k119_53759_84	87192	88604	-	PF13450	NAD_binding_8	mer_mercuric_reductase	5.9e-08	34.1
river	SRR8870486	k119_30068	k119_30068_2	344	1744	+	PF13450	NAD_binding_8	mer_mercuric_reductase	6.7e-08	33.9
river	SRR8870486	k119_29421	k119_29421_5	2304	3533	+	PF13450	NAD_binding_8	mer_mercuric_reductase	6.8e-08	33.9
river	SRR8870486	k119_37623	k119_37623_3	2447	3841	-	PF13450	NAD_binding_8	mer_mercuric_reductase	9.5e-08	33.4
